"","subj","block","type","session","item","alpha"
"5428",65116,"flags",2,1,15,0.293
"5429",65116,"flags",2,1,16,0.4102
"5430",65116,"flags",2,1,17,0.1512
"5431",65116,"flags",2,1,18,0.2496
"5432",65116,"flags",2,1,19,0.2004
"5433",65116,"flags",2,1,20,0.3258
"5434",65116,"flags",2,1,21,0.277
"5435",65116,"flags",2,1,22,0.1512
"5436",65116,"flags",2,1,23,0.2848
"5437",65116,"flags",2,1,24,0.2316
"5438",65116,"flags",2,1,25,0.2008
"5439",65116,"maps",3,2,1,0.3125
"5440",65116,"maps",3,2,2,0.3242
"5441",65116,"maps",3,2,3,0.3043
"5442",65116,"maps",3,2,4,0.2437
"5443",65116,"maps",3,2,5,0.318
"5444",65116,"maps",3,2,6,0.3996
"5445",65116,"maps",3,2,7,0.2566
"5446",65116,"maps",3,2,8,0.2996
"5447",65116,"maps",3,2,9,0.3848
"5448",65116,"maps",3,2,11,0.3539
"5449",65116,"maps",3,2,12,0.2504
"5450",65116,"maps",3,2,13,0.427
"5451",65116,"maps",3,2,15,0.2016
"5452",65116,"maps",3,2,16,0.4047
"5453",65116,"maps",3,2,17,0.5453
"5454",65116,"maps",3,2,18,0.284
"5455",65116,"maps",3,2,19,0.5043
"5456",65116,"maps",3,2,20,0.2504
"5457",65116,"maps",3,2,21,0.3496
"5458",65116,"maps",3,2,23,0.366
"5459",65116,"maps",3,2,24,0.3141
"5460",65116,"maps",3,2,25,0.3875
"5461",65116,"biopsych",4,3,2,0.2504
"5462",65116,"biopsych",4,3,4,0.2504
"5463",65116,"biopsych",4,3,5,0.4281
"5464",65116,"biopsych",4,3,6,0.7844
"5465",65116,"biopsych",4,3,7,0.2504
"5466",65116,"biopsych",4,3,8,0.2504
"5467",65116,"biopsych",4,3,11,0.3754
"5468",65116,"biopsych",4,3,12,0.6789
"5469",65116,"biopsych",4,3,13,0.2441
"5470",65116,"biopsych",4,3,16,0.2008
"5471",65116,"biopsych",4,3,17,0.2734
"5472",65116,"biopsych",4,3,18,0.3324
"5473",65116,"biopsych",4,3,19,0.2504
"5474",65116,"biopsych",4,3,20,0.2504
"5475",65116,"biopsych",4,3,21,0.2504
"5476",65116,"biopsych",4,3,24,0.2008
"5477",65146,"vocab1",1,1,1,0.3699
"5478",65146,"vocab1",1,1,2,0.1629
"5479",65146,"vocab1",1,1,3,0.2023
"5480",65146,"vocab1",1,1,4,0.2383
"5481",65146,"vocab1",1,1,5,0.4223
"5482",65146,"vocab1",1,1,6,0.2004
"5483",65146,"vocab1",1,1,7,0.2258
"5484",65146,"vocab1",1,1,8,0.2641
"5485",65146,"vocab1",1,1,9,0.1613
"5486",65146,"vocab1",1,1,10,0.2008
"5487",65146,"vocab1",1,1,11,0.1477
"5488",65146,"vocab1",1,1,12,0.5906
"5489",65146,"vocab1",1,1,13,0.2469
"5490",65146,"vocab1",1,1,14,0.3922
"5491",65146,"vocab1",1,1,15,0.2891
"5492",65146,"vocab1",1,1,16,0.3852
"5493",65146,"vocab1",1,1,17,0.407
"5494",65146,"vocab1",1,1,18,0.1754
"5495",65146,"vocab1",1,1,19,0.1996
"5496",65146,"vocab1",1,1,20,0.1512
"5497",65146,"vocab1",1,1,21,0.1879
"5498",65146,"vocab1",1,1,22,0.2008
"5499",65146,"vocab1",1,1,23,0.2234
"5500",65146,"vocab1",1,1,24,0.2461
"5501",65146,"vocab1",1,1,25,0.2414
"5502",65146,"vocab2",1,2,26,0.3316
"5503",65146,"vocab2",1,2,27,0.2387
"5504",65146,"vocab2",1,2,28,0.2816
"5505",65146,"vocab2",1,2,29,0.1512
"5506",65146,"vocab2",1,2,30,0.2027
"5507",65146,"vocab2",1,2,31,0.3168
"5508",65146,"vocab2",1,2,32,0.3395
"5509",65146,"vocab2",1,2,33,0.1668
"5510",65146,"vocab2",1,2,34,0.1883
"5511",65146,"vocab2",1,2,35,0.1832
"5512",65146,"vocab2",1,2,36,0.3238
"5513",65146,"vocab2",1,2,37,0.1512
"5514",65146,"vocab2",1,2,38,0.4
"5515",65146,"vocab2",1,2,39,0.2066
"5516",65146,"vocab2",1,2,40,0.1535
"5517",65146,"vocab2",1,2,41,0.2395
"5518",65146,"vocab2",1,2,42,0.1953
"5519",65146,"vocab2",1,2,43,0.3043
"5520",65146,"vocab2",1,2,44,0.1777
"5521",65146,"vocab2",1,2,45,0.2176
"5522",65146,"vocab2",1,2,46,0.2891
"5523",65146,"vocab2",1,2,47,0.225
"5524",65146,"vocab2",1,2,48,0.193
"5525",65146,"vocab2",1,2,49,0.2785
"5526",65146,"vocab2",1,2,50,0.4465
"5527",65146,"vocab3",1,3,51,0.3445
"5528",65146,"vocab3",1,3,52,0.3004
"5529",65146,"vocab3",1,3,53,0.4586
"5530",65146,"vocab3",1,3,54,0.2203
"5531",65146,"vocab3",1,3,55,0.1551
"5532",65146,"vocab3",1,3,56,0.302
"5533",65146,"vocab3",1,3,57,0.2191
"5534",65146,"vocab3",1,3,58,0.2051
"5535",65146,"vocab3",1,3,59,0.1512
"5536",65146,"vocab3",1,3,60,0.3469
"5537",65146,"vocab3",1,3,61,0.1512
"5538",65146,"vocab3",1,3,62,0.4164
"5539",65146,"vocab3",1,3,63,0.2879
"5540",65146,"vocab3",1,3,64,0.359
"5541",65146,"vocab3",1,3,65,0.2527
"5542",65146,"vocab3",1,3,66,0.2945
"5543",65146,"vocab3",1,3,67,0.1668
"5544",65146,"vocab3",1,3,68,0.3008
"5545",65146,"vocab3",1,3,69,0.3539
"5546",65146,"vocab3",1,3,70,0.1566
"5547",65146,"vocab3",1,3,71,0.2266
"5548",65146,"vocab3",1,3,72,0.1523
"5549",65146,"vocab3",1,3,73,0.2148
"5550",65146,"vocab3",1,3,74,0.1664
"5551",65146,"vocab3",1,3,75,0.1258
"5552",65146,"flags",2,1,1,0.3371
"5553",65146,"flags",2,1,2,0.2566
"5554",65146,"flags",2,1,3,0.2746
"5555",65146,"flags",2,1,4,0.277
"5556",65146,"flags",2,1,5,0.4148
"5557",65146,"flags",2,1,6,0.2008
"5558",65146,"flags",2,1,7,0.3305
"5559",65146,"flags",2,1,8,0.4004
"5560",65146,"flags",2,1,9,0.4629
"5561",65146,"flags",2,1,10,0.2879
"5562",65146,"flags",2,1,11,0.2973
"5563",65146,"flags",2,1,12,0.3496
"5564",65146,"flags",2,1,13,0.443
"5565",65146,"flags",2,1,14,0.3973
"5566",65146,"flags",2,1,15,0.3277
"5567",65146,"flags",2,1,16,0.4434
"5568",65146,"flags",2,1,17,0.3242
"5569",65146,"flags",2,1,18,0.3648
"5570",65146,"flags",2,1,19,0.2875
"5571",65146,"flags",2,1,20,0.3
"5572",65146,"flags",2,1,21,0.2504
"5573",65146,"flags",2,1,22,0.3125
"5574",65146,"flags",2,1,23,0.275
"5575",65146,"flags",2,1,24,0.4238
"5576",65146,"flags",2,1,25,0.2504
"5577",65146,"maps",3,2,1,0.2996
"5578",65146,"maps",3,2,2,0.3637
"5579",65146,"maps",3,2,3,0.3
"5580",65146,"maps",3,2,4,0.2996
"5581",65146,"maps",3,2,5,0.2875
"5582",65146,"maps",3,2,6,0.25
"5583",65146,"maps",3,2,7,0.4258
"5584",65146,"maps",3,2,8,0.3066
"5585",65146,"maps",3,2,9,0.3734
"5586",65146,"maps",3,2,10,0.3254
"5587",65146,"maps",3,2,11,0.3582
"5588",65146,"maps",3,2,12,0.4074
"5589",65146,"maps",3,2,13,0.3309
"5590",65146,"maps",3,2,14,0.2504
"5591",65146,"maps",3,2,15,0.3
"5592",65146,"maps",3,2,16,0.3562
"5593",65146,"maps",3,2,17,0.3324
"5594",65146,"maps",3,2,18,0.4414
"5595",65146,"maps",3,2,19,0.373
"5596",65146,"maps",3,2,20,0.3273
"5597",65146,"maps",3,2,21,0.3988
"5598",65146,"maps",3,2,22,0.2504
"5599",65146,"maps",3,2,23,0.3637
"5600",65146,"maps",3,2,24,0.2629
"5601",65146,"maps",3,2,25,0.4719
"5602",65146,"biopsych",4,3,1,0.2992
"5603",65146,"biopsych",4,3,2,0.1512
"5604",65146,"biopsych",4,3,3,0.1738
"5605",65146,"biopsych",4,3,4,0.1512
"5606",65146,"biopsych",4,3,5,0.2004
"5607",65146,"biopsych",4,3,6,0.2996
"5608",65146,"biopsych",4,3,7,0.291
"5609",65146,"biopsych",4,3,8,0.1512
"5610",65146,"biopsych",4,3,9,0.3094
"5611",65146,"biopsych",4,3,10,0.2258
"5612",65146,"biopsych",4,3,11,0.2504
"5613",65146,"biopsych",4,3,12,0.3598
"5614",65146,"biopsych",4,3,13,0.1879
"5615",65146,"biopsych",4,3,14,0.1512
"5616",65146,"biopsych",4,3,15,0.3238
"5617",65146,"biopsych",4,3,16,0.3758
"5618",65146,"biopsych",4,3,17,0.1512
"5619",65146,"biopsych",4,3,18,0.348
"5620",65146,"biopsych",4,3,19,0.1512
"5621",65146,"biopsych",4,3,20,0.1512
"5622",65146,"biopsych",4,3,21,0.2008
"5623",65146,"biopsych",4,3,22,0.2508
"5624",65146,"biopsych",4,3,23,0.3121
"5625",65146,"biopsych",4,3,24,0.25
"5626",65146,"biopsych",4,3,25,0.2949
"5627",65161,"vocab1",1,1,1,0.2008
"5628",65161,"vocab1",1,1,2,0.2008
"5629",65161,"vocab1",1,1,3,0.3867
"5630",65161,"vocab1",1,1,4,0.3375
"5631",65161,"vocab1",1,1,5,0.4367
"5632",65161,"vocab1",1,1,6,0.2012
"5633",65161,"vocab1",1,1,7,0.2129
"5634",65161,"vocab1",1,1,8,0.2871
"5635",65161,"vocab1",1,1,9,0.5672
"5636",65161,"vocab1",1,1,10,0.3297
"5637",65161,"vocab1",1,1,11,0.2512
"5638",65161,"vocab1",1,1,12,0.2816
"5639",65161,"vocab1",1,1,13,0.252
"5640",65161,"vocab1",1,1,14,0.3488
"5641",65161,"vocab1",1,1,15,0.2523
"5642",65161,"vocab1",1,1,16,0.2789
"5643",65161,"vocab1",1,1,17,0.2324
"5644",65161,"vocab1",1,1,18,0.2008
"5645",65161,"vocab1",1,1,19,0.3555
"5646",65161,"vocab1",1,1,20,0.1863
"5647",65161,"vocab1",1,1,21,0.2437
"5648",65161,"vocab1",1,1,22,0.3414
"5649",65161,"vocab1",1,1,23,0.2969
"5650",65161,"vocab1",1,1,24,0.3258
"5651",65161,"vocab1",1,1,25,0.2051
"5652",65161,"vocab2",1,2,26,0.2047
"5653",65161,"vocab2",1,2,27,0.2785
"5654",65161,"vocab2",1,2,28,0.1512
"5655",65161,"vocab2",1,2,29,0.2379
"5656",65161,"vocab2",1,2,30,0.3395
"5657",65161,"vocab2",1,2,31,0.2754
"5658",65161,"vocab2",1,2,32,0.5758
"5659",65161,"vocab2",1,2,33,0.425
"5660",65161,"vocab2",1,2,34,0.2012
"5661",65161,"vocab2",1,2,35,0.2258
"5662",65161,"vocab2",1,2,36,0.4164
"5663",65161,"vocab2",1,2,37,0.1512
"5664",65161,"vocab2",1,2,38,0.152
"5665",65161,"vocab2",1,2,39,0.2133
"5666",65161,"vocab2",1,2,40,0.2547
"5667",65161,"vocab2",1,2,41,0.2938
"5668",65161,"vocab2",1,2,42,0.2656
"5669",65161,"vocab2",1,2,43,0.25
"5670",65161,"vocab2",1,2,44,0.2223
"5671",65161,"vocab2",1,2,45,0.1945
"5672",65161,"vocab2",1,2,46,0.3637
"5673",65161,"vocab2",1,2,47,0.2316
"5674",65161,"vocab2",1,2,48,0.1512
"5675",65161,"vocab2",1,2,49,0.2438
"5676",65161,"vocab2",1,2,50,0.3207
"5677",65161,"vocab3",1,3,51,0.5215
"5678",65161,"vocab3",1,3,52,0.3082
"5679",65161,"vocab3",1,3,53,0.2672
"5680",65161,"vocab3",1,3,54,0.2605
"5681",65161,"vocab3",1,3,55,0.2176
"5682",65161,"vocab3",1,3,56,0.3328
"5683",65161,"vocab3",1,3,57,0.1758
"5684",65161,"vocab3",1,3,58,0.2328
"5685",65161,"vocab3",1,3,59,0.1512
"5686",65161,"vocab3",1,3,60,0.3051
"5687",65161,"vocab3",1,3,61,0.1512
"5688",65161,"vocab3",1,3,62,0.3602
"5689",65161,"vocab3",1,3,63,0.1512
"5690",65161,"vocab3",1,3,64,0.2578
"5691",65161,"vocab3",1,3,65,0.1754
"5692",65161,"vocab3",1,3,66,0.2879
"5693",65161,"vocab3",1,3,67,0.2496
"5694",65161,"vocab3",1,3,68,0.2098
"5695",65161,"vocab3",1,3,69,0.2008
"5696",65161,"vocab3",1,3,70,0.2777
"5697",65161,"vocab3",1,3,71,0.2496
"5698",65161,"vocab3",1,3,72,0.2363
"5699",65161,"vocab3",1,3,73,0.4379
"5700",65161,"vocab3",1,3,74,0.3441
"5701",65161,"vocab3",1,3,75,0.1512
"5702",65161,"flags",2,1,1,0.25
"5703",65161,"flags",2,1,2,0.1512
"5704",65161,"flags",2,1,3,0.2098
"5705",65161,"flags",2,1,4,0.384
"5706",65161,"flags",2,1,5,0.2895
"5707",65161,"flags",2,1,6,0.159
"5708",65161,"flags",2,1,7,0.2008
"5709",65161,"flags",2,1,8,0.2949
"5710",65161,"flags",2,1,9,0.2684
"5711",65161,"flags",2,1,10,0.2004
"5712",65161,"flags",2,1,11,0.2766
"5713",65161,"flags",2,1,12,0.2133
"5714",65161,"flags",2,1,13,0.225
"5715",65161,"flags",2,1,14,0.2715
"5716",65161,"flags",2,1,15,0.2828
"5717",65161,"flags",2,1,16,0.202
"5718",65161,"flags",2,1,17,0.2102
"5719",65161,"flags",2,1,18,0.1512
"5720",65161,"flags",2,1,19,0.1629
"5721",65161,"flags",2,1,20,0.2668
"5722",65161,"flags",2,1,21,0.3113
"5723",65161,"flags",2,1,22,0.2094
"5724",65161,"flags",2,1,23,0.4281
"5725",65161,"flags",2,1,24,0.3582
"5726",65161,"flags",2,1,25,0.2008
"5727",65161,"maps",3,2,2,0.2504
"5728",65161,"maps",3,2,3,0.316
"5729",65161,"maps",3,2,4,0.3305
"5730",65161,"maps",3,2,5,0.2504
"5731",65161,"maps",3,2,6,0.25
"5732",65161,"maps",3,2,7,0.3008
"5733",65161,"maps",3,2,8,0.3762
"5734",65161,"maps",3,2,9,0.3137
"5735",65161,"maps",3,2,10,0.3176
"5736",65161,"maps",3,2,11,0.3348
"5737",65161,"maps",3,2,12,0.3074
"5738",65161,"maps",3,2,13,0.3496
"5739",65161,"maps",3,2,14,0.3773
"5740",65161,"maps",3,2,15,0.3492
"5741",65161,"maps",3,2,16,0.3426
"5742",65161,"maps",3,2,17,0.2008
"5743",65161,"maps",3,2,18,0.4312
"5744",65161,"maps",3,2,19,0.3289
"5745",65161,"maps",3,2,20,0.3316
"5746",65161,"maps",3,2,21,0.3559
"5747",65161,"maps",3,2,22,0.2949
"5748",65161,"maps",3,2,23,0.382
"5749",65161,"maps",3,2,24,0.3672
"5750",65161,"maps",3,2,25,0.4645
"5751",65161,"biopsych",4,3,1,0.2008
"5752",65161,"biopsych",4,3,2,0.2008
"5753",65161,"biopsych",4,3,3,0.1512
"5754",65161,"biopsych",4,3,4,0.2008
"5755",65161,"biopsych",4,3,5,0.5133
"5756",65161,"biopsych",4,3,6,0.2477
"5757",65161,"biopsych",4,3,7,0.248
"5758",65161,"biopsych",4,3,8,0.1512
"5759",65161,"biopsych",4,3,9,0.2008
"5760",65161,"biopsych",4,3,10,0.2113
"5761",65161,"biopsych",4,3,11,0.2012
"5762",65161,"biopsych",4,3,12,0.3559
"5763",65161,"biopsych",4,3,13,0.2008
"5764",65161,"biopsych",4,3,14,0.1512
"5765",65161,"biopsych",4,3,15,0.2898
"5766",65161,"biopsych",4,3,16,0.3449
"5767",65161,"biopsych",4,3,17,0.2008
"5768",65161,"biopsych",4,3,18,0.3609
"5769",65161,"biopsych",4,3,19,0.2008
"5770",65161,"biopsych",4,3,20,0.2227
"5771",65161,"biopsych",4,3,21,0.1762
"5772",65161,"biopsych",4,3,22,0.2008
"5773",65161,"biopsych",4,3,23,0.4641
"5774",65161,"biopsych",4,3,24,0.1512
"5775",65161,"biopsych",4,3,25,0.1723
"5776",65173,"vocab1",1,1,1,0.3625
"5777",65173,"vocab1",1,1,2,0.2504
"5778",65173,"vocab1",1,1,3,0.466
"5779",65173,"vocab1",1,1,4,0.2625
"5780",65173,"vocab1",1,1,6,0.518
"5781",65173,"vocab1",1,1,8,0.275
"5782",65173,"vocab1",1,1,9,0.2738
"5783",65173,"vocab1",1,1,10,0.2875
"5784",65173,"vocab1",1,1,12,0.4695
"5785",65173,"vocab1",1,1,14,0.4098
"5786",65173,"vocab1",1,1,15,0.3086
"5787",65173,"vocab1",1,1,16,0.2504
"5788",65173,"vocab1",1,1,17,0.3781
"5789",65173,"vocab1",1,1,18,0.2008
"5790",65173,"vocab1",1,1,19,0.3
"5791",65173,"vocab1",1,1,20,0.2855
"5792",65173,"vocab1",1,1,22,0.2504
"5793",65173,"vocab1",1,1,23,0.6379
"5794",65173,"vocab1",1,1,24,0.3223
"5795",65173,"vocab1",1,1,25,0.2063
"5796",65173,"vocab2",1,2,26,0.3281
"5797",65173,"vocab2",1,2,27,0.2008
"5798",65173,"vocab2",1,2,28,0.3883
"5799",65173,"vocab2",1,2,29,0.382
"5800",65173,"vocab2",1,2,30,0.2687
"5801",65173,"vocab2",1,2,31,0.3352
"5802",65173,"vocab2",1,2,32,0.2527
"5803",65173,"vocab2",1,2,33,0.3273
"5804",65173,"vocab2",1,2,34,0.2734
"5805",65173,"vocab2",1,2,35,0.3023
"5806",65173,"vocab2",1,2,36,0.2508
"5807",65173,"vocab2",1,2,37,0.2379
"5808",65173,"vocab2",1,2,38,0.2164
"5809",65173,"vocab2",1,2,39,0.2008
"5810",65173,"vocab2",1,2,40,0.2008
"5811",65173,"vocab2",1,2,41,0.2441
"5812",65173,"vocab2",1,2,42,0.3086
"5813",65173,"vocab2",1,2,43,0.2746
"5814",65173,"vocab2",1,2,44,0.3063
"5815",65173,"vocab2",1,2,45,0.2898
"5816",65173,"vocab2",1,2,46,0.2125
"5817",65173,"vocab2",1,2,47,0.3586
"5818",65173,"vocab2",1,2,48,0.2594
"5819",65173,"vocab2",1,2,49,0.3148
"5820",65173,"vocab2",1,2,50,0.3859
"5821",65173,"vocab3",1,3,51,0.2008
"5822",65173,"vocab3",1,3,52,0.7168
"5823",65173,"vocab3",1,3,53,0.493
"5824",65173,"vocab3",1,3,54,0.2832
"5825",65173,"vocab3",1,3,56,0.3785
"5826",65173,"vocab3",1,3,58,0.2008
"5827",65173,"vocab3",1,3,59,0.2504
"5828",65173,"vocab3",1,3,60,0.225
"5829",65173,"vocab3",1,3,62,0.3047
"5830",65173,"vocab3",1,3,63,0.2504
"5831",65173,"vocab3",1,3,64,0.3039
"5832",65173,"vocab3",1,3,65,0.275
"5833",65173,"vocab3",1,3,66,0.3309
"5834",65173,"vocab3",1,3,67,0.2504
"5835",65173,"vocab3",1,3,68,0.2008
"5836",65173,"vocab3",1,3,69,0.4223
"5837",65173,"vocab3",1,3,70,0.3062
"5838",65173,"vocab3",1,3,71,0.2504
"5839",65173,"vocab3",1,3,72,0.2809
"5840",65173,"vocab3",1,3,73,0.2008
"5841",65173,"vocab3",1,3,74,0.2133
"5842",65173,"vocab3",1,3,75,0.2008
"5843",65173,"flags",2,1,1,0.3195
"5844",65173,"flags",2,1,2,0.2008
"5845",65173,"flags",2,1,3,0.2008
"5846",65173,"flags",2,1,4,0.3781
"5847",65173,"flags",2,1,5,0.3074
"5848",65173,"flags",2,1,6,0.1754
"5849",65173,"flags",2,1,7,0.2008
"5850",65173,"flags",2,1,8,0.2008
"5851",65173,"flags",2,1,9,0.3105
"5852",65173,"flags",2,1,10,0.2008
"5853",65173,"flags",2,1,11,0.325
"5854",65173,"flags",2,1,12,0.2012
"5855",65173,"flags",2,1,13,0.2207
"5856",65173,"flags",2,1,14,0.2008
"5857",65173,"flags",2,1,15,0.2008
"5858",65173,"flags",2,1,16,0.6512
"5859",65173,"flags",2,1,17,0.2531
"5860",65173,"flags",2,1,18,0.2289
"5861",65173,"flags",2,1,19,0.2008
"5862",65173,"flags",2,1,20,0.2816
"5863",65173,"flags",2,1,21,0.3355
"5864",65173,"flags",2,1,22,0.1754
"5865",65173,"flags",2,1,23,0.2992
"5866",65173,"flags",2,1,24,0.423
"5867",65173,"flags",2,1,25,0.2125
"5868",65173,"maps",3,2,1,0.2996
"5869",65173,"maps",3,2,3,0.25
"5870",65173,"maps",3,2,4,0.2996
"5871",65173,"maps",3,2,6,0.2934
"5872",65173,"maps",3,2,8,0.2621
"5873",65173,"maps",3,2,10,0.2504
"5874",65173,"maps",3,2,12,0.2809
"5875",65173,"maps",3,2,14,0.352
"5876",65173,"maps",3,2,15,0.4773
"5877",65173,"maps",3,2,18,0.4742
"5878",65173,"maps",3,2,20,0.434
"5879",65173,"maps",3,2,22,0.6285
"5880",65173,"maps",3,2,23,0.3203
"5881",65173,"maps",3,2,24,0.275
"5882",65173,"maps",3,2,25,0.2879
"5883",65173,"biopsych",4,3,1,0.3113
"5884",65173,"biopsych",4,3,4,0.3
"5885",65173,"biopsych",4,3,6,0.4754
"5886",65173,"biopsych",4,3,12,0.552
"5887",65173,"biopsych",4,3,14,0.3105
"5888",65173,"biopsych",4,3,15,0.2625
"5889",65173,"biopsych",4,3,18,0.6992
"5890",65173,"biopsych",4,3,20,0.3168
"5891",65173,"biopsych",4,3,22,0.2559
"5892",65173,"biopsych",4,3,23,0.2504
"5893",65173,"biopsych",4,3,24,0.3762
"5894",65173,"biopsych",4,3,25,0.2504
"5895",65209,"vocab1",1,1,1,0.107
"5896",65209,"vocab1",1,1,2,0.1016
"5897",65209,"vocab1",1,1,3,0.2313
"5898",65209,"vocab1",1,1,4,0.1258
"5899",65209,"vocab1",1,1,5,0.2555
"5900",65209,"vocab1",1,1,6,0.1426
"5901",65209,"vocab1",1,1,7,0.102
"5902",65209,"vocab1",1,1,8,0.1723
"5903",65209,"vocab1",1,1,9,0.3062
"5904",65209,"vocab1",1,1,10,0.1832
"5905",65209,"vocab1",1,1,11,0.1016
"5906",65209,"vocab1",1,1,12,0.4645
"5907",65209,"vocab1",1,1,13,0.141
"5908",65209,"vocab1",1,1,14,0.257
"5909",65209,"vocab1",1,1,15,0.148
"5910",65209,"vocab1",1,1,16,0.2473
"5911",65209,"vocab1",1,1,17,0.1617
"5912",65209,"vocab1",1,1,18,0.2336
"5913",65209,"vocab1",1,1,19,0.2059
"5914",65209,"vocab1",1,1,20,0.1289
"5915",65209,"vocab1",1,1,21,0.1809
"5916",65209,"vocab1",1,1,22,0.4594
"5917",65209,"vocab1",1,1,23,0.1512
"5918",65209,"vocab1",1,1,24,0.1945
"5919",65209,"vocab1",1,1,25,0.1016
"5920",65209,"vocab2",1,2,26,0.1285
"5921",65209,"vocab2",1,2,27,0.1473
"5922",65209,"vocab2",1,2,28,0.2055
"5923",65209,"vocab2",1,2,29,0.1508
"5924",65209,"vocab2",1,2,30,0.127
"5925",65209,"vocab2",1,2,31,0.2832
"5926",65209,"vocab2",1,2,32,0.2309
"5927",65209,"vocab2",1,2,33,0.1277
"5928",65209,"vocab2",1,2,34,0.1332
"5929",65209,"vocab2",1,2,35,0.1371
"5930",65209,"vocab2",1,2,36,0.5258
"5931",65209,"vocab2",1,2,37,0.1324
"5932",65209,"vocab2",1,2,38,0.316
"5933",65209,"vocab2",1,2,39,0.2617
"5934",65209,"vocab2",1,2,40,0.1715
"5935",65209,"vocab2",1,2,41,0.1547
"5936",65209,"vocab2",1,2,42,0.2281
"5937",65209,"vocab2",1,2,43,0.1316
"5938",65209,"vocab2",1,2,44,0.1984
"5939",65209,"vocab2",1,2,45,0.1133
"5940",65209,"vocab2",1,2,46,0.2289
"5941",65209,"vocab2",1,2,47,0.2734
"5942",65209,"vocab2",1,2,48,0.1031
"5943",65209,"vocab2",1,2,49,0.1254
"5944",65209,"vocab2",1,2,50,0.1789
"5945",65209,"vocab3",1,3,51,0.4734
"5946",65209,"vocab3",1,3,52,0.1824
"5947",65209,"vocab3",1,3,53,0.091
"5948",65209,"vocab3",1,3,54,0.1016
"5949",65209,"vocab3",1,3,55,0.218
"5950",65209,"vocab3",1,3,56,0.1762
"5951",65209,"vocab3",1,3,57,0.2207
"5952",65209,"vocab3",1,3,58,0.125
"5953",65209,"vocab3",1,3,59,0.1016
"5954",65209,"vocab3",1,3,60,0.241
"5955",65209,"vocab3",1,3,61,0.1574
"5956",65209,"vocab3",1,3,62,0.1316
"5957",65209,"vocab3",1,3,63,0.157
"5958",65209,"vocab3",1,3,64,0.3293
"5959",65209,"vocab3",1,3,65,0.1973
"5960",65209,"vocab3",1,3,66,0.1805
"5961",65209,"vocab3",1,3,67,0.1133
"5962",65209,"vocab3",1,3,68,0.2672
"5963",65209,"vocab3",1,3,69,0.2953
"5964",65209,"vocab3",1,3,70,0.1016
"5965",65209,"vocab3",1,3,71,0.2277
"5966",65209,"vocab3",1,3,72,0.1742
"5967",65209,"vocab3",1,3,73,0.2047
"5968",65209,"vocab3",1,3,74,0.1508
"5969",65209,"vocab3",1,3,75,0.1016
"5970",65209,"flags",2,1,1,0.1086
"5971",65209,"flags",2,1,2,0.1016
"5972",65209,"flags",2,1,3,0.134
"5973",65209,"flags",2,1,4,0.2625
"5974",65209,"flags",2,1,5,0.1324
"5975",65209,"flags",2,1,6,0.1016
"5976",65209,"flags",2,1,7,0.1516
"5977",65209,"flags",2,1,8,0.1395
"5978",65209,"flags",2,1,9,0.4508
"5979",65209,"flags",2,1,10,0.1016
"5980",65209,"flags",2,1,11,0.1891
"5981",65209,"flags",2,1,12,0.1559
"5982",65209,"flags",2,1,13,0.3855
"5983",65209,"flags",2,1,14,0.1426
"5984",65209,"flags",2,1,15,0.1422
"5985",65209,"flags",2,1,16,0.5227
"5986",65209,"flags",2,1,17,0.1016
"5987",65209,"flags",2,1,18,0.1141
"5988",65209,"flags",2,1,19,0.1016
"5989",65209,"flags",2,1,20,0.107
"5990",65209,"flags",2,1,21,0.1016
"5991",65209,"flags",2,1,22,0.1066
"5992",65209,"flags",2,1,23,0.1141
"5993",65209,"flags",2,1,24,0.2
"5994",65209,"flags",2,1,25,0.102
"5995",65209,"maps",3,2,1,0.3117
"5996",65209,"maps",3,2,2,0.2504
"5997",65209,"maps",3,2,3,0.2008
"5998",65209,"maps",3,2,5,0.3129
"5999",65209,"maps",3,2,6,0.4164
"6000",65209,"maps",3,2,8,0.3316
"6001",65209,"maps",3,2,9,0.3242
"6002",65209,"maps",3,2,10,0.3762
"6003",65209,"maps",3,2,11,0.5336
"6004",65209,"maps",3,2,12,0.3785
"6005",65209,"maps",3,2,13,0.4059
"6006",65209,"maps",3,2,14,0.2992
"6007",65209,"maps",3,2,15,0.3715
"6008",65209,"maps",3,2,16,0.3254
"6009",65209,"maps",3,2,17,0.3492
"6010",65209,"maps",3,2,18,0.3172
"6011",65209,"maps",3,2,19,0.448
"6012",65209,"maps",3,2,20,0.2469
"6013",65209,"maps",3,2,21,0.4078
"6014",65209,"maps",3,2,22,0.3285
"6015",65209,"maps",3,2,24,0.3512
"6016",65209,"maps",3,2,25,0.3918
"6017",65209,"biopsych",4,3,1,0.1512
"6018",65209,"biopsych",4,3,2,0.1512
"6019",65209,"biopsych",4,3,3,0.2187
"6020",65209,"biopsych",4,3,4,0.2012
"6021",65209,"biopsych",4,3,5,0.4109
"6022",65209,"biopsych",4,3,6,0.4465
"6023",65209,"biopsych",4,3,7,0.3691
"6024",65209,"biopsych",4,3,8,0.1512
"6025",65209,"biopsych",4,3,9,0.1633
"6026",65209,"biopsych",4,3,10,0.1512
"6027",65209,"biopsych",4,3,11,0.325
"6028",65209,"biopsych",4,3,12,0.3066
"6029",65209,"biopsych",4,3,13,0.1574
"6030",65209,"biopsych",4,3,14,0.1512
